Date,WFC Close Price
12/2/2014 16:00:00,54.22
12/3/2014 16:00:00,54.39
12/4/2014 16:00:00,54.5
12/5/2014 16:00:00,55.03
12/8/2014 16:00:00,54.77
12/9/2014 16:00:00,54.83
12/10/2014 16:00:00,54.26
12/11/2014 16:00:00,54.43
12/12/2014 16:00:00,53.7
12/15/2014 16:00:00,53.19
12/16/2014 16:00:00,52.77
12/17/2014 16:00:00,53.79
12/18/2014 16:00:00,55.21
12/19/2014 16:00:00,54.45
12/22/2014 16:00:00,54.97
12/23/2014 16:00:00,55.47
12/24/2014 16:00:00,55.34
12/26/2014 16:00:00,55.28
12/29/2014 16:00:00,55.71
12/30/2014 16:00:00,55.42
12/31/2014 16:00:00,54.82
1/2/2015 16:00:00,54.7
1/5/2015 16:00:00,53.2
1/6/2015 16:00:00,52.09
1/7/2015 16:00:00,52.4
1/8/2015 16:00:00,53.56
1/9/2015 16:00:00,52.68
1/12/2015 16:00:00,52.05
1/13/2015 16:00:00,51.85
1/14/2015 16:00:00,51.25
1/15/2015 16:00:00,50.72
1/16/2015 16:00:00,51.64
1/20/2015 16:00:00,52
1/21/2015 16:00:00,52.1
1/22/2015 16:00:00,53.77
1/23/2015 16:00:00,53.26
1/26/2015 16:00:00,53.58
1/27/2015 16:00:00,52.97
1/28/2015 16:00:00,52.16
1/29/2015 16:00:00,52.76
1/30/2015 16:00:00,51.92
2/2/2015 16:00:00,52.81
2/3/2015 16:00:00,53.45
2/4/2015 16:00:00,53.03
2/5/2015 16:00:00,53.67
2/6/2015 16:00:00,54.45
2/9/2015 16:00:00,54.21
2/10/2015 16:00:00,54.57
2/11/2015 16:00:00,53.9
2/12/2015 16:00:00,54.86
2/13/2015 16:00:00,55.33
2/17/2015 16:00:00,55.37
2/18/2015 16:00:00,54.52
2/19/2015 16:00:00,54.56
2/20/2015 16:00:00,54.83
2/23/2015 16:00:00,55.1
2/24/2015 16:00:00,55.37
2/25/2015 16:00:00,55.33
2/26/2015 16:00:00,55.15
2/27/2015 16:00:00,54.79
3/2/2015 16:00:00,55.55
3/3/2015 16:00:00,55.45
3/4/2015 16:00:00,54.82
3/5/2015 16:00:00,54.84
3/6/2015 16:00:00,54.59
3/9/2015 16:00:00,54.67
3/10/2015 16:00:00,53.29
3/11/2015 16:00:00,53.7
3/12/2015 16:00:00,55.59
3/13/2015 16:00:00,55.34
3/16/2015 16:00:00,55.73
3/17/2015 16:00:00,55.91
3/18/2015 16:00:00,56.17
3/19/2015 16:00:00,55.51
3/20/2015 16:00:00,56.01
3/23/2015 16:00:00,55.78
3/24/2015 16:00:00,55.35
3/25/2015 16:00:00,54.54
3/26/2015 16:00:00,54.5
3/27/2015 16:00:00,54.12
3/30/2015 16:00:00,54.77
3/31/2015 16:00:00,54.4
4/1/2015 16:00:00,53.94
4/2/2015 16:00:00,54.37
4/6/2015 16:00:00,54.08
4/7/2015 16:00:00,54.02
4/8/2015 16:00:00,54
4/9/2015 16:00:00,54.19
4/10/2015 16:00:00,54.32
4/13/2015 16:00:00,54.59
4/14/2015 16:00:00,54.19
4/15/2015 16:00:00,54.81
4/16/2015 16:00:00,54.81
4/17/2015 16:00:00,54.05
4/20/2015 16:00:00,54.36
4/21/2015 16:00:00,54.28
4/22/2015 16:00:00,54.67
4/23/2015 16:00:00,54.86
4/24/2015 16:00:00,54.7
4/27/2015 16:00:00,54.97
4/28/2015 16:00:00,55.41
4/29/2015 16:00:00,55.46
4/30/2015 16:00:00,55.1
5/1/2015 16:00:00,55.19
5/4/2015 16:00:00,55.73
5/5/2015 16:00:00,55.72
5/6/2015 16:00:00,54.92
5/7/2015 16:00:00,54.81
5/8/2015 16:00:00,56.05
5/11/2015 16:00:00,55.51
5/12/2015 16:00:00,55.47
5/13/2015 16:00:00,55.6
5/14/2015 16:00:00,56.04
5/15/2015 16:00:00,55.52
5/18/2015 16:00:00,55.75
5/19/2015 16:00:00,56.4
5/20/2015 16:00:00,56.08
5/21/2015 16:00:00,56.01
5/22/2015 16:00:00,56
5/26/2015 16:00:00,55.66
5/27/2015 16:00:00,56.07
5/28/2015 16:00:00,56.21
5/29/2015 16:00:00,55.96
6/1/2015 16:00:00,56.04
6/2/2015 16:00:00,56.18
6/3/2015 16:00:00,56.91
6/4/2015 16:00:00,56.14
6/5/2015 16:00:00,56.61
6/8/2015 16:00:00,56.12
6/9/2015 16:00:00,56.7
6/10/2015 16:00:00,57.21
6/11/2015 16:00:00,57.26
6/12/2015 16:00:00,57.09
6/15/2015 16:00:00,56.98
6/16/2015 16:00:00,57.22
6/17/2015 16:00:00,57.17
6/18/2015 16:00:00,57.7
6/19/2015 16:00:00,57.05
6/22/2015 16:00:00,57.91
6/23/2015 16:00:00,57.89
6/24/2015 16:00:00,57.54
6/25/2015 16:00:00,57.17
6/26/2015 16:00:00,57.44
6/29/2015 16:00:00,56.06
6/30/2015 16:00:00,56.24
7/1/2015 16:00:00,56.91
7/2/2015 16:00:00,56.74
7/6/2015 16:00:00,56.44
7/7/2015 16:00:00,56.25
7/8/2015 16:00:00,55.25
7/9/2015 16:00:00,55.5
7/10/2015 16:00:00,56.08
7/13/2015 16:00:00,56.74
7/14/2015 16:00:00,57.25
7/15/2015 16:00:00,57.78
7/16/2015 16:00:00,58.17
7/17/2015 16:00:00,57.94
7/20/2015 16:00:00,58.05
7/21/2015 16:00:00,57.95
7/22/2015 16:00:00,58.52
7/23/2015 16:00:00,58.21
7/24/2015 16:00:00,57.78
7/27/2015 16:00:00,57.59
7/28/2015 16:00:00,57.4
7/29/2015 16:00:00,57.96
7/30/2015 16:00:00,58.15
7/31/2015 16:00:00,57.87
8/3/2015 16:00:00,57.91
8/4/2015 16:00:00,57.82
8/5/2015 16:00:00,57.65
8/6/2015 16:00:00,57.53
8/7/2015 16:00:00,57.47
8/10/2015 16:00:00,57.94
8/11/2015 16:00:00,57.21
8/12/2015 16:00:00,56.72
8/13/2015 16:00:00,56.89
8/14/2015 16:00:00,57.33
8/17/2015 16:00:00,57.35
8/18/2015 16:00:00,57.54
8/19/2015 16:00:00,57.06
8/20/2015 16:00:00,56.12
8/21/2015 16:00:00,53.97
8/24/2015 16:00:00,51.25
8/25/2015 16:00:00,50.02
8/26/2015 16:00:00,52.3
8/27/2015 16:00:00,54.03
8/28/2015 16:00:00,53.54
8/31/2015 16:00:00,53.33
9/1/2015 16:00:00,50.99
9/2/2015 16:00:00,51.99
9/3/2015 16:00:00,52.43
9/4/2015 16:00:00,51.29
9/8/2015 16:00:00,52.93
9/9/2015 16:00:00,52.19
9/10/2015 16:00:00,52.56
9/11/2015 16:00:00,52.62
9/14/2015 16:00:00,52.77
9/15/2015 16:00:00,53.47
9/16/2015 16:00:00,53.72
9/17/2015 16:00:00,52.21
9/18/2015 16:00:00,51.04
9/21/2015 16:00:00,51.55
9/22/2015 16:00:00,50.69
9/23/2015 16:00:00,50.78
9/24/2015 16:00:00,50.55
9/25/2015 16:00:00,51.48
9/28/2015 16:00:00,50.37
9/29/2015 16:00:00,50.89
9/30/2015 16:00:00,51.35
10/1/2015 16:00:00,51.44
10/2/2015 16:00:00,51.26
10/5/2015 16:00:00,52.41
10/6/2015 16:00:00,52.03
10/7/2015 16:00:00,52.19
10/8/2015 16:00:00,52.54
10/9/2015 16:00:00,52.14
10/12/2015 16:00:00,52.18
10/13/2015 16:00:00,51.86
10/14/2015 16:00:00,51.5
10/15/2015 16:00:00,52.69
10/16/2015 16:00:00,52.88
10/19/2015 16:00:00,52.56
10/20/2015 16:00:00,53.08
10/21/2015 16:00:00,53.12
10/22/2015 16:00:00,54.06
10/23/2015 16:00:00,54.75
10/26/2015 16:00:00,54.29
10/27/2015 16:00:00,54.12
10/28/2015 16:00:00,55.45
10/29/2015 16:00:00,55.09
10/30/2015 16:00:00,54.14
11/2/2015 16:00:00,54.85
11/3/2015 16:00:00,54.93
11/4/2015 16:00:00,54.58
11/5/2015 16:00:00,54.86
11/6/2015 16:00:00,55.85
11/9/2015 16:00:00,55.47
11/10/2015 16:00:00,55.91
11/11/2015 16:00:00,55.8
11/12/2015 16:00:00,55.17
11/13/2015 16:00:00,54.57
11/16/2015 16:00:00,55.27
11/17/2015 16:00:00,54.96
11/18/2015 16:00:00,55.67
11/19/2015 16:00:00,55.97
11/20/2015 16:00:00,55.82
11/23/2015 16:00:00,55.6
11/24/2015 16:00:00,55.28
11/25/2015 16:00:00,55.22
11/27/2015 16:00:00,55.39
11/30/2015 16:00:00,55.1
12/1/2015 16:00:00,55.71
12/2/2015 16:00:00,55.08
12/3/2015 16:00:00,54.2
12/4/2015 16:00:00,55.67
12/7/2015 16:00:00,55.42
12/8/2015 16:00:00,54.4
12/9/2015 16:00:00,54.12
12/10/2015 16:00:00,54.34
12/11/2015 16:00:00,53.31
12/14/2015 16:00:00,53.2
12/15/2015 16:00:00,54.91
12/16/2015 16:00:00,55.85
12/17/2015 16:00:00,55.47
12/18/2015 16:00:00,53.79
12/21/2015 16:00:00,54.02
12/22/2015 16:00:00,54.34
12/23/2015 16:00:00,55.04
12/24/2015 16:00:00,54.82
12/28/2015 16:00:00,54.68
12/29/2015 16:00:00,55.29
12/30/2015 16:00:00,54.89
12/31/2015 16:00:00,54.36
1/4/2016 16:00:00,52.91
1/5/2016 16:00:00,52.89
1/6/2016 16:00:00,51.88
1/7/2016 16:00:00,50.4
1/8/2016 16:00:00,49.56
1/11/2016 16:00:00,50.09
1/12/2016 16:00:00,51.36
1/13/2016 16:00:00,49.73
1/14/2016 16:00:00,50.64
1/15/2016 16:00:00,48.82
1/19/2016 16:00:00,48.21
1/20/2016 16:00:00,47.87
1/21/2016 16:00:00,48.01
1/22/2016 16:00:00,49.02
1/25/2016 16:00:00,47.66
1/26/2016 16:00:00,48.26
1/27/2016 16:00:00,48.57
1/28/2016 16:00:00,48.92
1/29/2016 16:00:00,50.23
2/1/2016 16:00:00,49.94
2/2/2016 16:00:00,48.83
2/3/2016 16:00:00,47.6
2/4/2016 16:00:00,48.25
2/5/2016 16:00:00,47.86
2/8/2016 16:00:00,46.5
2/9/2016 16:00:00,46.45
2/10/2016 16:00:00,46.17
2/11/2016 16:00:00,45.16
2/12/2016 16:00:00,47.31
2/16/2016 16:00:00,48.24
2/17/2016 16:00:00,48.13
2/18/2016 16:00:00,47.73
2/19/2016 16:00:00,48.09
2/22/2016 16:00:00,49.19
2/23/2016 16:00:00,48.1
2/24/2016 16:00:00,47.61
2/25/2016 16:00:00,47.75
2/26/2016 16:00:00,48.07
2/29/2016 16:00:00,46.92
3/1/2016 16:00:00,48.72
3/2/2016 16:00:00,49.57
3/3/2016 16:00:00,49.77
3/4/2016 16:00:00,50.11
3/7/2016 16:00:00,50.07
3/8/2016 16:00:00,49.05
3/9/2016 16:00:00,48.79
3/10/2016 16:00:00,48.51
3/11/2016 16:00:00,50.07
3/14/2016 16:00:00,49.88
3/15/2016 16:00:00,49.98
3/16/2016 16:00:00,49.54
3/17/2016 16:00:00,49.73
3/18/2016 16:00:00,50.54
3/21/2016 16:00:00,50.67
3/22/2016 16:00:00,50.37
3/23/2016 16:00:00,49.76
3/24/2016 16:00:00,48.9
3/28/2016 16:00:00,48.7
3/29/2016 16:00:00,48.05
3/30/2016 16:00:00,48.65
3/31/2016 16:00:00,48.36
4/1/2016 16:00:00,48.45
4/4/2016 16:00:00,48.5
4/5/2016 16:00:00,47.51
4/6/2016 16:00:00,48.08
4/7/2016 16:00:00,46.93
