Date,Bank Index,WFC Close Price,JPM Close Price,BAC Close Price
2021-01-19,5.116000175476074,32.63,138.04,32.77
2021-01-20,5.045000076293945,32.46,135.97,32.34
2021-01-21,4.963500022888184,32.0,134.83,31.77
2021-01-22,4.974249839782715,31.9,133.79,31.55
2021-01-25,4.868000030517578,32.24,132.12,31.16
2021-01-26,4.939000129699707,31.38,131.58,30.94
2021-01-27,4.765999794006348,30.17,127.86,29.83
2021-01-28,4.821000099182129,30.81,130.11,30.32
2021-01-29,4.770500183105469,29.88,128.67,29.65
2021-02-01,4.7210001945495605,29.99,129.62,29.96
2021-02-02,4.915500164031982,30.75,133.61,31.03
2021-02-03,4.905250072479248,31.7,135.14,31.58
2021-02-04,5.099999904632568,32.66,138.25,32.5
2021-02-05,5.125999927520752,32.56,137.98,32.37
2021-02-08,5.153500080108643,33.4,140.14,33.09
2021-02-09,5.178999900817871,33.26,139.58,32.95
2021-02-10,5.250999927520752,33.2,139.66,32.98
2021-02-11,5.218999862670898,32.72,139.27,32.88
2021-02-12,5.227499961853027,33.53,141.25,33.37
2021-02-16,5.388000011444092,34.79,144.65,34.27
2021-02-17,5.402500152587891,36.59,145.1,34.41
2021-02-18,5.343999862670898,36.96,145.59,34.19
2021-02-19,5.487500190734863,37.83,148.02,34.54
2021-02-22,5.604499816894531,37.26,149.41,35.15
2021-02-23,5.625999927520752,37.14,150.61,35.52
2021-02-24,5.777500152587891,38.29,153.26,36.38
2021-02-25,5.7795000076293945,37.56,151.18,35.93
2021-02-26,5.565999984741211,36.17,147.17,34.71
2021-03-01,5.669000148773193,37.09,150.5,35.79
2021-03-02,5.690499782562256,37.14,150.01,35.53
2021-03-03,5.798999786376953,37.69,152.91,36.42
2021-03-04,5.6645002365112305,37.16,150.56,36.5
2021-03-05,5.572500228881836,37.43,150.91,36.93
2021-03-08,5.933000087738037,38.67,152.91,37.13
2021-03-09,5.834499835968018,38.13,151.83,36.32
2021-03-10,5.881999969482422,39.58,155.13,37.37
2021-03-11,5.958499908447266,38.88,154.32,37.24
2021-03-12,6.047999858856201,39.97,156.15,37.94
2021-03-15,5.927999973297119,39.7,155.37,37.75
2021-03-16,5.895500183105469,39.35,153.51,37.64
2021-03-17,5.929999828338623,39.84,155.09,37.95
2021-03-18,6.203499794006348,40.81,157.65,38.94
2021-03-19,5.984499931335449,39.63,155.14,38.53
2021-03-22,5.744999885559082,38.97,150.97,37.66
2021-03-23,5.7164998054504395,38.24,149.46,36.9
2021-03-24,5.757999897003174,38.12,150.62,36.9
2021-03-25,5.728499889373779,39.3,152.55,37.66
2021-03-26,5.880000114440918,39.76,155.09,38.68
2021-03-29,5.673500061035156,38.44,152.68,38.31
2021-03-30,5.868500232696533,39.39,154.48,38.99
2021-03-31,5.801000118255615,39.07,152.23,38.69
2021-04-01,5.813499927520752,39.63,153.71,39.49
2021-04-06,5.834000110626221,39.85,152.54,39.69
2021-04-07,5.858500003814697,39.99,154.93,40.05
2021-04-08,5.822000026702881,40.03,155.12,39.7
2021-04-09,5.920499801635742,40.5,156.28,39.99
2021-04-12,5.953000068664551,40.77,155.95,40.06
2021-04-13,5.876999855041504,39.79,154.09,39.32
2021-04-14,5.98799991607666,41.99,151.21,39.88
2021-04-15,5.813000202178955,42.24,152.17,38.74
2021-04-16,5.940499782562256,43.84,153.3,39.15
2021-04-19,5.961999893188477,43.88,152.65,39.17
2021-04-20,5.731500148773193,42.54,149.27,38.08
2021-04-21,5.768499851226807,43.24,150.54,38.72
2021-04-22,5.833000183105469,42.7,147.37,38.36
2021-04-23,5.928999900817871,43.86,150.19,39.18
2021-04-26,6.055500030517578,44.14,150.56,39.41
2021-04-27,6.040500164031982,45.09,151.25,39.88
2021-04-28,6.078000068664551,45.08,152.23,40.03
2021-04-29,6.163000106811523,46.24,155.19,41.11
2021-04-30,6.117499828338623,45.05,153.81,40.53
2021-05-04,6.109000205993652,45.74,155.48,41.0
2021-05-05,6.2729997634887695,45.94,157.52,41.39
2021-05-06,6.265999794006348,46.63,160.69,42.01
2021-05-07,6.26800012588501,46.54,161.24,42.18
2021-05-10,6.431000232696533,46.6,161.22,42.05
2021-05-11,6.281499862670898,45.72,158.54,41.57
2021-05-12,6.301000118255615,45.64,157.45,41.18
2021-05-13,6.237500190734863,46.4,161.5,41.84
2021-05-14,6.343999862670898,46.96,164.01,42.36
2021-05-17,6.388000011444092,47.9,164.67,42.74
2021-05-18,6.419000148773193,46.86,162.35,42.16
2021-05-19,6.207499980926514,46.17,161.11,41.97
2021-05-20,6.234000205993652,45.73,160.83,41.87
2021-05-21,6.33050012588501,45.88,162.66,42.4
2021-05-24,6.315499782562256,46.24,163.54,42.63
2021-05-25,6.302999973297119,46.09,161.85,42.01
2021-05-26,6.248499870300293,46.4,161.83,42.04
2021-05-27,6.324999809265137,46.76,164.35,42.55
2021-05-28,6.338500022888184,46.72,164.24,42.39
2021-06-01,6.433000087738037,47.26,166.05,42.92
2021-06-02,6.415999889373779,46.81,166.06,42.94
2021-06-03,6.427999973297119,46.46,166.17,43.25
2021-06-04,6.327000141143799,46.96,166.44,43.27
2021-06-07,6.354000091552734,47.11,165.66,43.12
2021-06-08,6.326499938964844,46.61,165.0,42.88
2021-06-09,6.2895002365112305,45.92,162.94,42.32
2021-06-10,6.204999923706055,45.09,160.4,41.69
2021-06-11,6.151000022888184,45.68,160.29,41.86
2021-06-14,6.060999870300293,45.15,157.57,41.36
2021-06-15,6.044000148773193,45.46,155.18,41.39
2021-06-16,6.036499977111816,45.57,156.27,41.62
2021-06-17,5.909999847412109,42.79,151.76,39.8
2021-06-18,5.709499835968018,41.75,147.92,38.78
2021-06-21,5.817999839782715,43.28,150.43,39.75
2021-06-22,5.85099983215332,43.54,150.21,39.97
2021-06-23,5.897500038146973,43.96,151.12,40.2
2021-06-24,5.952499866485596,45.18,152.51,40.83
2021-06-25,6.046999931335449,46.38,154.05,41.62
2021-06-28,5.961999893188477,45.79,154.33,41.56
2021-06-29,6.001999855041504,44.79,154.14,40.89
2021-06-30,5.953000068664551,45.29,155.54,41.23
2021-07-01,6.017000198364258,45.41,157.08,41.54
2021-07-02,5.964000225067139,45.07,156.03,41.15
2021-07-06,5.808000087738037,43.49,153.41,40.07
2021-07-07,5.817999839782715,43.4,153.59,39.75
2021-07-08,5.7179999351501465,42.32,150.94,38.78
2021-07-09,5.8420000076293945,43.91,155.77,40.04
2021-07-12,5.919000148773193,44.16,158.0,40.63
2021-07-13,5.829500198364258,43.23,155.65,39.86
2021-07-14,5.7779998779296875,44.95,155.12,38.86
2021-07-15,5.913000106811523,45.0,155.46,38.83
2021-07-16,5.807000160217285,44.28,151.91,37.92
2021-07-19,5.546000003814697,43.05,146.97,36.93
2021-07-20,5.699999809265137,44.84,149.71,37.69
2021-07-21,5.78000020980835,45.8,152.86,38.46
2021-07-22,5.688499927520752,45.03,150.93,37.96
2021-07-23,5.7104997634887695,44.59,150.64,37.7
2021-07-26,5.751999855041504,45.01,151.65,38.13
2021-07-27,5.755499839782715,45.14,151.45,37.98
2021-07-28,5.742000102996826,45.51,151.7,38.13
2021-07-29,5.827000141143799,46.5,153.0,38.68
2021-07-30,5.791999816894531,45.94,151.78,38.36
2021-08-02,5.773499965667725,45.79,151.17,37.96
2021-08-03,5.773499965667725,46.83,152.89,38.55
2021-08-04,5.818999767303467,46.15,151.24,38.27
2021-08-05,5.85699987411499,46.99,153.15,39.02
2021-08-06,6.040500164031982,48.77,157.5,40.15
2021-08-09,6.01800012588501,48.65,157.33,40.67
2021-08-10,6.0879998207092285,49.63,159.26,41.43
2021-08-11,6.142000198364258,50.66,161.16,41.95
2021-08-12,6.166999816894531,51.15,161.79,42.15
2021-08-13,6.111000061035156,50.37,159.98,41.63
2021-08-16,6.040999889373779,49.41,158.93,41.29
2021-08-17,5.984499931335449,48.71,157.01,41.09
2021-08-18,6.014999866485596,47.97,155.58,40.79
2021-08-19,5.809000015258789,47.25,154.28,40.19
2021-08-20,5.857999801635742,47.42,154.72,40.37
2021-08-23,5.9670000076293945,47.61,156.7,40.91
2021-08-24,6.008500099182129,48.36,157.67,41.48
2021-08-25,6.130499839782715,49.29,160.92,42.15
2021-08-26,6.1020002365112305,49.05,161.75,42.04
2021-08-27,6.144000053405762,49.81,163.05,42.49
2021-08-31,6.086999893188477,45.7,159.95,41.75
2021-09-01,5.97599983215332,43.45,159.72,41.19
2021-09-02,6.03249979019165,44.57,160.46,41.02
2021-09-03,5.9629998207092285,44.17,159.49,41.05
2021-09-07,6.0269999504089355,44.31,159.21,41.32
2021-09-08,5.916999816894531,43.82,158.5,40.78
2021-09-09,5.984000205993652,44.36,159.19,40.93
2021-09-10,5.924499988555908,44.33,157.36,40.27
2021-09-13,5.99399995803833,45.76,159.86,40.94
2021-09-14,5.916999816894531,46.05,157.07,39.84
2021-09-15,5.97599983215332,46.64,158.16,40.14
2021-09-16,5.973499774932861,46.28,158.09,40.45
2021-09-17,5.98799991607666,46.47,157.68,40.5
2021-09-20,5.741000175476074,45.81,152.96,39.11
2021-09-21,5.793000221252441,45.85,152.98,39.13
2021-09-22,5.912499904632568,47.08,155.91,40.14
2021-09-23,6.106500148773193,47.8,161.18,41.69
2021-09-24,6.180500030517578,47.92,163.04,42.14
2021-09-27,6.354000091552734,47.56,166.98,43.26
2021-09-28,6.3420000076293945,45.92,166.08,43.16
2021-09-29,6.336999893188477,47.03,165.95,43.07
2021-09-30,6.310999870300293,46.41,163.69,42.45
2021-10-01,6.316999912261963,47.02,167.13,43.08
2021-10-04,6.361000061035156,47.02,166.95,43.34
2021-10-05,6.46999979019165,47.96,168.66,44.22
2021-10-06,6.300000190734863,47.87,169.02,44.24
2021-10-07,6.497000217437744,47.76,170.09,44.12
2021-10-08,6.492000102996826,48.0,170.22,44.34
2021-10-11,6.518499851226807,47.28,166.64,43.78
2021-10-12,6.4019999504089355,46.65,165.36,43.54
2021-10-13,6.328000068664551,46.05,161.0,43.14
2021-10-14,6.387499809265137,45.31,163.47,45.07
2021-10-15,6.488999843597412,48.38,166.61,46.37
2021-10-18,6.533999919891357,49.43,166.55,46.28
2021-10-19,6.542500019073486,50.34,168.57,46.48
2021-10-20,6.638000011444092,50.16,170.84,47.09
2021-10-21,6.625999927520752,50.33,169.5,46.83
2021-10-22,6.7220001220703125,50.66,171.78,47.57
2021-10-25,6.75,50.62,170.94,47.51
2021-10-26,6.763000011444092,50.63,171.4,47.96
2021-10-27,6.620999813079834,50.05,167.83,47.04
2021-10-28,6.565499782562256,51.36,170.36,47.78
2021-10-29,6.619500160217285,51.16,169.89,47.78
2021-11-01,6.678999900817871,51.71,169.8,47.85
2021-11-02,6.668499946594238,51.3,170.47,47.88
2021-11-03,6.747499942779541,52.0,170.53,48.37
2021-11-04,6.627999782562256,50.62,168.29,47.33
2021-11-05,6.691999912261963,50.44,168.05,46.97
2021-11-08,6.739999771118164,50.87,169.06,47.34
2021-11-09,6.653500080108643,49.89,169.06,46.88
2021-11-10,6.73799991607666,50.36,167.62,47.23
2021-11-11,6.729000091552734,50.59,167.61,47.49
2021-11-12,6.679999828338623,50.96,166.86,46.91
2021-11-15,6.734499931335449,51.08,166.56,47.05
2021-11-16,6.7195000648498535,50.37,165.36,47.08
2021-11-17,6.635000228881836,49.84,164.47,46.51
2021-11-18,6.64900016784668,49.9,163.05,46.32
2021-11-19,6.5329999923706055,48.82,160.92,45.4
2021-11-22,6.732500076293945,50.34,164.35,46.28
2021-11-23,6.736499786376953,51.4,168.28,47.5
2021-11-24,6.760499954223633,51.31,166.96,47.63
2021-11-26,6.383999824523926,48.43,161.93,45.76
2021-11-29,6.433000087738037,49.16,161.23,45.59
2021-11-30,6.3480000495910645,47.78,158.83,44.47
2021-12-01,6.485000133514404,47.21,157.89,43.84
2021-12-02,6.40749979019165,48.91,161.21,44.89
2021-12-03,6.322999954223633,47.75,158.29,43.87
2021-12-06,6.454999923706055,48.81,160.16,44.15
2021-12-07,6.486999988555908,50.25,162.57,44.71
2021-12-08,6.46150016784668,49.41,160.71,44.16
2021-12-09,6.4120001792907715,49.69,160.46,44.49
2021-12-10,6.359499931335449,50.2,159.82,44.52
2021-12-13,6.24399995803833,48.56,157.92,43.58
2021-12-14,6.330999851226807,48.89,159.13,44.13
2021-12-15,6.302000045776367,48.94,157.94,43.94
2021-12-16,6.492000102996826,50.3,160.41,45.0
2021-12-17,6.278500080108643,47.95,156.76,43.88
2021-12-20,5.994500160217285,46.85,153.94,43.16
2021-12-21,6.2129998207092285,47.81,156.09,44.19
2021-12-22,6.276000022888184,48.03,156.7,44.28
2021-12-23,6.333000183105469,48.36,157.26,44.42
2021-12-29,6.420000076293945,48.45,158.56,44.63
2021-12-30,6.4105000495910645,48.1,158.48,44.53
2021-12-31,6.366000175476074,47.98,158.35,44.49
2022-01-04,6.756999969482422,52.75,167.83,47.99
2022-01-05,6.77400016784668,52.29,163.78,47.18
2022-01-06,6.8354997634887695,53.63,165.52,48.13
2022-01-07,7.00600004196167,54.77,167.16,49.18
2022-01-10,6.982999801635742,55.35,167.32,48.93
2022-01-11,7.0,56.06,167.49,49.21
2022-01-12,7.084000110626221,56.4,168.44,48.86
2022-01-13,7.168000221252441,56.0,168.23,48.76
2022-01-14,7.072999954223633,58.06,157.89,47.91
2022-01-18,6.988500118255615,56.69,151.27,46.26
2022-01-19,6.830999851226807,55.57,148.93,46.44
2022-01-20,6.797999858856201,55.0,147.66,45.75
2022-01-21,6.583499908447266,53.67,145.08,44.92
2022-01-24,6.304999828338623,53.32,144.95,44.55
2022-01-25,6.428999900817871,53.59,146.53,45.43
2022-01-26,6.607999801635742,54.14,147.92,45.9
2022-01-27,6.550000190734863,53.76,145.31,45.47
2022-01-28,6.436999797821045,54.19,146.61,45.87
2022-01-31,6.473999977111816,53.8,148.6,46.14
2022-02-01,6.5894999504089355,55.6,151.15,46.94
2022-02-02,6.621500015258789,55.93,149.94,46.89
2022-02-03,6.730000019073486,55.17,148.7,46.43
2022-02-04,6.682000160217285,56.33,152.56,48.28
2022-02-07,6.78000020980835,57.33,153.07,48.51
2022-02-08,6.896999835968018,58.75,155.95,49.38
2022-02-09,6.962500095367432,59.06,156.6,49.28
2022-02-10,7.007999897003174,59.05,155.95,49.05
2022-02-11,7.000500202178955,58.31,153.92,47.92
2022-02-14,6.7804999351501465,57.85,152.49,47.42
2022-02-15,6.882999897003174,58.38,154.72,47.79
2022-02-16,6.915999889373779,58.14,155.0,47.68
2022-02-17,6.802999973297119,56.15,151.43,46.07
2022-02-18,6.7220001220703125,55.63,152.14,45.96
2022-02-22,6.71999979019165,55.28,151.87,45.56
2022-02-23,6.613999843597412,53.95,148.69,44.78
2022-02-24,6.274499893188477,52.71,144.55,43.6
2022-02-25,6.5945000648498535,54.11,147.97,45.02
2022-02-28,6.625999927520752,53.37,141.8,44.2
2022-03-01,6.296000003814697,50.29,136.45,42.47
2022-03-02,6.466000080108643,52.22,139.28,43.16
2022-03-03,6.415999889373779,51.24,138.29,42.49
2022-03-04,6.177999973297119,48.79,134.4,40.95
2022-03-07,6.085999965667725,45.81,129.21,38.34
2022-03-08,5.910999774932861,46.46,128.3,38.59
2022-03-09,6.189000129699707,49.16,133.44,41.04
2022-03-10,6.109000205993652,49.01,131.86,40.67
2022-03-11,6.179999828338623,48.47,128.89,40.33
2022-03-14,6.256999969482422,49.86,130.17,41.2
2022-03-15,6.1539998054504395,50.11,132.48,41.5
2022-03-16,6.406000137329102,51.6,138.4,42.8
2022-03-17,6.36299991607666,51.48,140.15,43.03
2022-03-18,6.321000099182129,51.42,140.1,42.9
2022-03-21,6.380000114440918,51.14,139.65,42.84
2022-03-22,6.495500087738037,53.39,142.62,44.18
2022-03-23,6.366000175476074,51.12,139.78,43.09
2022-03-24,6.368000030517578,51.33,140.69,43.07
2022-03-25,6.433000087738037,52.56,141.92,43.73
2022-03-28,6.321499824523926,51.81,140.87,43.55
2022-03-29,6.456999778747559,51.6,141.18,43.44
2022-03-30,6.3480000495910645,50.11,140.54,43.0
2022-03-31,6.235000133514404,48.46,136.32,41.22
2022-04-01,6.091000080108643,48.71,135.31,40.9
2022-04-04,5.993500232696533,48.46,135.91,40.83
2022-04-05,6.046000003814697,48.12,133.34,40.14
2022-04-06,5.903500080108643,47.89,131.49,39.7
2022-04-07,5.767000198364258,47.74,131.09,39.39
2022-04-08,5.896500110626221,48.73,133.49,39.67
2022-04-11,5.909999847412109,49.33,133.0,39.59
2022-04-12,5.882500171661377,48.42,131.54,39.17
2022-04-13,5.786499977111816,48.54,127.3,38.82
2022-04-14,5.815999984741211,46.35,126.12,37.57
2022-04-19,5.927499771118164,47.83,131.12,39.57
2022-04-20,6.048500061035156,48.65,131.58,39.66
2022-04-21,6.007999897003174,47.78,130.56,38.91
2022-04-22,5.8429999351501465,46.34,126.81,37.56
2022-04-25,5.625999927520752,45.83,126.77,37.29
2022-04-26,5.656000137329102,44.58,123.02,36.45
2022-04-27,5.626999855041504,44.58,121.42,36.25
2022-04-28,5.576000213623047,45.17,123.34,36.81
2022-04-29,5.631999969482422,43.63,119.36,35.68
2022-05-03,5.644999980926514,44.16,123.03,37.13
2022-05-04,5.635000228881836,45.98,127.1,38.62
2022-05-05,5.584000110626221,44.76,123.92,37.54
2022-05-06,5.558000087738037,44.55,123.72,37.45
2022-05-09,5.445000171661377,43.96,121.86,36.37
2022-05-10,5.372499942779541,43.08,118.89,35.76
2022-05-11,5.454500198364258,42.57,118.14,35.57
2022-05-12,5.2769999504089355,41.81,118.04,35.07
2022-05-13,5.354000091552734,42.64,119.09,35.17
2022-05-16,5.243000030517578,42.21,118.26,34.81
2022-05-17,5.4105000495910645,43.71,122.18,35.99
2022-05-18,5.354000091552734,42.11,120.09,34.88
2022-05-19,5.283999919891357,42.0,118.31,34.45
2022-05-20,5.23799991607666,41.67,117.34,33.86
2022-05-23,5.504000186920166,43.82,124.6,35.87
2022-05-24,5.363500118255615,43.29,126.36,35.65
2022-05-25,5.513999938964844,44.12,127.24,35.84
2022-05-26,5.667500019073486,45.6,129.44,36.67
2022-05-27,5.692500114440918,45.89,131.27,37.02
2022-05-31,5.716000080108643,45.77,132.23,37.2
2022-06-01,5.622499942779541,45.16,129.91,36.67
2022-06-06,5.732999801635742,45.12,129.73,36.15
2022-06-07,5.703000068664551,45.47,130.07,36.35
2022-06-08,5.677999973297119,44.63,128.0,35.89
2022-06-09,5.572500228881836,42.67,125.31,34.51
2022-06-10,5.260000228881836,40.08,119.55,33.17
2022-06-13,5.098499774932861,38.99,115.99,32.02
2022-06-14,5.097499847412109,37.43,114.06,31.46
2022-06-15,5.133500099182129,38.17,115.41,32.05
2022-06-16,4.977499961853027,37.65,113.43,31.85
2022-06-17,5.0320000648498535,38.48,113.03,31.92
2022-06-21,5.125500202178955,38.99,115.83,32.85
2022-06-22,5.113999843597412,38.6,115.18,32.6
2022-06-23,5.021999835968018,37.9,113.92,32.08
2022-06-24,5.230999946594238,40.76,117.32,32.31
2022-06-27,5.234000205993652,40.24,116.38,32.35
2022-06-28,5.231500148773193,40.18,115.82,32.26
2022-06-29,5.146500110626221,39.71,115.3,31.86
2022-06-30,5.070000171661377,39.17,112.61,31.13
2022-07-01,5.058000087738037,39.92,114.05,31.56
2022-07-05,5.0269999504089355,40.1,112.62,31.24
2022-07-06,5.066999912261963,39.5,111.89,30.98
2022-07-07,5.199999809265137,40.12,114.72,31.86
2022-07-08,5.213500022888184,40.18,114.36,31.79
2022-07-11,5.125999927520752,39.79,112.86,31.46
2022-07-12,5.200500011444092,39.6,112.97,31.36
2022-07-13,5.008999824523926,39.07,111.91,30.84
2022-07-14,4.921000003814697,38.74,108.0,30.13
2022-07-15,5.146500110626221,41.13,112.95,32.25
2022-07-18,5.253499984741211,41.19,111.79,32.26
2022-07-19,5.318999767303467,42.9,114.56,33.35
2022-07-20,5.35099983215332,42.72,114.54,33.36
2022-07-21,5.360000133514404,43.28,115.32,33.65
2022-07-22,5.373000144958496,43.17,114.76,33.43
2022-07-25,5.428999900817871,43.5,115.22,33.73
2022-07-26,5.369500160217285,42.9,113.42,33.05
2022-07-27,5.348999977111816,43.71,115.24,33.59
2022-07-28,5.38100004196167,43.32,114.81,33.32
2022-07-29,5.449999809265137,43.87,115.36,33.81
2022-08-01,5.4629998207092285,43.54,114.21,33.71
2022-08-02,5.447000026702881,42.88,112.43,33.04
2022-08-03,5.441500186920166,43.89,113.61,33.64
2022-08-04,5.435999870300293,42.77,112.36,33.4
2022-08-05,5.4710001945495605,43.76,115.76,33.96
2022-08-08,5.513000011444092,43.19,114.35,33.49
2022-08-09,5.484499931335449,43.4,115.38,33.92
2022-08-10,5.664999961853027,44.33,118.39,35.07
2022-08-11,5.724999904632568,45.25,120.14,35.91
2022-08-12,5.781499862670898,45.94,122.13,36.3
2022-08-15,5.7769999504089355,45.75,122.46,36.25
2022-08-16,5.867000102996826,46.06,123.63,36.64
2022-08-17,5.805500030517578,46.14,122.59,36.41
2022-08-18,5.802999973297119,46.14,121.64,36.28
2022-08-19,5.709499835968018,45.35,118.63,35.48
2022-08-22,5.603499889373779,44.41,116.67,34.72
2022-08-23,5.581999778747559,44.37,115.52,34.41
2022-08-24,5.585999965667725,44.64,115.8,34.52
2022-08-25,5.642000198364258,45.39,118.55,35.14
2022-08-26,5.553999900817871,43.97,114.67,34.03
2022-08-30,5.432000160217285,44.14,114.41,34.09
2022-08-31,5.421999931335449,43.71,113.73,33.61
2022-09-01,5.3520002365112305,43.7,114.51,33.47
2022-09-02,5.4629998207092285,43.38,113.71,33.43
2022-09-06,5.275000095367432,42.88,113.74,33.06
2022-09-07,5.329500198364258,43.84,115.9,33.57
2022-09-08,5.494500160217285,45.23,118.6,34.65
2022-09-09,5.591000080108643,45.33,119.17,34.94
2022-09-12,5.644499778747559,45.53,120.58,35.27
2022-09-13,5.493000030517578,43.22,116.39,34.0
2022-09-14,5.409999847412109,43.28,116.12,33.87
2022-09-15,5.501500129699707,44.14,117.87,34.51
2022-09-16,5.389500141143799,43.94,117.08,34.12
2022-09-20,5.451000213623047,43.41,115.83,34.17
2022-09-21,5.447999954223633,42.27,112.49,33.15
2022-09-22,5.230500221252441,41.52,111.21,32.5
2022-09-23,5.0879998207092285,40.41,109.14,31.73
2022-09-26,5.053999900817871,40.01,106.79,31.03
2022-09-27,5.0229997634887695,40.03,105.85,30.57
2022-09-28,5.072000026702881,40.81,107.99,31.07
2022-09-29,5.002999782562256,40.5,106.16,30.66
2022-09-30,5.079999923706055,40.22,104.5,30.2
2022-10-03,5.0995001792907715,41.58,107.73,31.09
2022-10-04,5.328499794006348,43.54,112.77,32.38
2022-10-05,5.254499912261963,43.31,110.39,31.92
2022-10-06,5.254000186920166,42.24,108.14,31.46
2022-10-07,5.119500160217285,41.79,105.98,30.75
2022-10-10,5.103499889373779,41.45,104.99,30.66
2022-10-11,5.011499881744385,40.23,101.96,29.77
2022-10-12,5.000999927520752,40.51,103.61,29.86
2022-10-13,5.114500045776367,42.38,109.37,31.69
2022-10-14,5.2179999351501465,43.17,111.19,31.7
2022-10-17,5.2895002365112305,43.96,115.86,33.62
2022-10-18,5.320000171661377,44.67,118.84,34.88
2022-10-19,5.28849983215332,43.62,116.51,33.92
2022-10-20,5.172500133514404,43.65,116.13,33.7
2022-10-21,5.078999996185303,44.83,122.23,34.95
2022-10-24,5.230500221252441,45.2,122.38,35.07
2022-10-25,5.307000160217285,45.37,122.7,35.39
2022-10-26,5.390999794006348,45.7,124.11,35.7
2022-10-27,5.388999938964844,45.65,124.6,35.87
2022-10-28,5.373000144958496,46.35,126.08,36.18
2022-10-31,5.433499813079834,45.99,125.88,36.04
2022-11-01,5.453499794006348,46.95,128.15,36.2
2022-11-02,5.4019999504089355,46.88,126.97,36.09
2022-11-03,5.2829999923706055,45.54,127.2,35.89
2022-11-04,5.369999885559082,46.74,130.68,36.79
2022-11-07,5.4085001945495605,47.07,131.37,37.01
2022-11-08,5.485499858856201,47.18,131.45,37.11
2022-11-09,5.402500152587891,45.97,129.74,36.52
2022-11-10,5.609000205993652,47.95,135.08,38.13
2022-11-11,5.605000019073486,47.55,135.3,38.41
2022-11-14,5.605000019073486,46.87,133.91,37.76
2022-11-15,5.60699987411499,46.71,132.94,37.7
2022-11-16,5.517000198364258,46.21,133.12,37.36
2022-11-17,5.421000003814697,45.99,132.54,37.17
2022-11-18,5.477499961853027,46.5,133.84,37.19
2022-11-21,5.480999946594238,46.84,133.05,37.31
2022-11-22,5.5345001220703125,47.11,135.04,37.49
2022-11-23,5.570000171661377,47.33,136.48,37.61
2022-11-25,5.5914998054504395,47.44,136.74,37.7
2022-11-28,5.506499767303467,46.98,134.35,36.86
2022-11-29,5.502999782562256,47.57,136.56,37.0
2022-11-30,5.459000110626221,47.95,138.18,37.85
2022-12-01,5.556000232696533,46.87,136.24,36.55
2022-12-02,5.48799991607666,45.94,135.16,36.08
2022-12-05,5.3125,43.66,131.37,34.47
2022-12-06,5.176000118255615,43.4,131.59,33.0
2022-12-07,5.18149995803833,42.45,131.5,32.74
2022-12-08,5.191500186920166,42.58,132.88,32.44
2022-12-09,5.204500198364258,42.5,132.16,32.38
2022-12-12,5.2204999923706055,42.86,134.21,32.73
2022-12-13,5.231500148773193,42.62,134.08,32.75
2022-12-14,5.212500095367432,42.18,133.41,32.28
2022-12-15,5.0345001220703125,41.37,130.1,31.77
2022-12-16,5.004499912261963,41.19,129.29,31.7
2022-12-19,5.018499851226807,41.82,130.06,32.06
2022-12-20,5.041999816894531,40.98,130.69,32.19
2022-12-21,5.113999843597412,41.12,132.16,32.68
2022-12-22,5.02400016784668,40.68,130.66,32.39
2022-12-23,5.0929999351501465,40.98,131.28,32.47
2022-12-28,5.117499828338623,41.12,132.46,32.77
2022-12-29,5.1605000495910645,41.33,133.22,33.14
2022-12-30,5.170000076293945,41.29,134.1,33.12
2023-01-03,5.2270002365112305,41.79,135.12,33.51
2023-01-04,5.316500186920166,42.65,136.38,34.14
2023-01-05,5.196000099182129,42.42,135.35,34.07
2023-01-06,5.324999809265137,42.8,137.94,34.41
2023-01-09,5.382500171661377,42.39,137.37,33.89
2023-01-10,5.34499979019165,42.36,138.6,34.12
2023-01-11,5.373499870300293,42.74,139.63,34.38
2023-01-12,5.447500228881836,42.83,139.49,34.47
2023-01-13,5.401500225067139,44.22,143.01,35.23
2023-01-17,5.418499946594238,44.12,140.8,34.52
2023-01-18,5.319499969482422,43.38,136.57,33.72
2023-01-19,5.196499824523926,42.95,134.75,33.23
2023-01-20,5.349999904632568,43.92,135.08,33.85
2023-01-23,5.485499858856201,45.03,137.27,34.32
2023-01-24,5.506499767303467,44.45,138.45,34.57
2023-01-25,5.458000183105469,45.34,139.12,34.87
2023-01-26,5.5370001792907715,45.81,139.98,35.34
2023-01-27,5.585999965667725,46.12,140.32,35.45
2023-01-30,5.5945000648498535,46.29,139.13,35.3
2023-01-31,5.593999862670898,46.87,139.96,35.48
2023-02-01,5.682000160217285,47.33,139.59,35.92
2023-02-02,5.807499885559082,47.23,138.94,36.13
2023-02-03,5.813000202178955,47.58,141.09,36.43
2023-02-06,5.739999771118164,47.68,141.92,36.37
2023-02-07,5.765999794006348,48.13,143.65,36.77
2023-02-08,5.7835001945495605,48.25,142.64,36.5
2023-02-09,5.748499870300293,47.57,140.42,35.72
2023-02-10,5.6605000495910645,47.51,141.04,35.58
2023-02-13,5.706999778747559,48.13,142.57,35.65
2023-02-14,5.689000129699707,48.5,143.2,35.62
2023-02-15,5.731500148773193,47.97,143.8,35.56
2023-02-16,5.685500144958496,47.22,141.82,35.28
2023-02-17,5.626999855041504,47.49,142.24,35.35
2023-02-21,5.5254998207092285,46.24,139.63,34.52
2023-02-22,5.511499881744385,46.01,138.56,34.29
