Date,BAC Close Price
1/2/2013 16:00:00,12.03
1/3/2013 16:00:00,11.96
1/4/2013 16:00:00,12.11
1/7/2013 16:00:00,12.09
1/8/2013 16:00:00,11.98
1/9/2013 16:00:00,11.43
1/10/2013 16:00:00,11.78
1/11/2013 16:00:00,11.63
1/14/2013 16:00:00,11.47
1/15/2013 16:00:00,11.55
1/16/2013 16:00:00,11.78
1/17/2013 16:00:00,11.28
1/18/2013 16:00:00,11.14
1/22/2013 16:00:00,11.35
1/23/2013 16:00:00,11.42
1/24/2013 16:00:00,11.53
1/25/2013 16:00:00,11.62
1/28/2013 16:00:00,11.48
1/29/2013 16:00:00,11.49
1/30/2013 16:00:00,11.38
1/31/2013 16:00:00,11.32
2/1/2013 16:00:00,11.71
2/4/2013 16:00:00,11.48
2/5/2013 16:00:00,11.88
2/6/2013 16:00:00,11.93
2/7/2013 16:00:00,11.84
2/8/2013 16:00:00,11.76
2/11/2013 16:00:00,11.86
2/12/2013 16:00:00,12.25
2/13/2013 16:00:00,12.17
2/14/2013 16:00:00,12.13
2/15/2013 16:00:00,12.03
2/19/2013 16:00:00,12.19
2/20/2013 16:00:00,11.8
2/21/2013 16:00:00,11.42
2/22/2013 16:00:00,11.44
2/25/2013 16:00:00,11.03
2/26/2013 16:00:00,11.13
2/27/2013 16:00:00,11.3
2/28/2013 16:00:00,11.23
3/1/2013 16:00:00,11.34
3/4/2013 16:00:00,11.41
3/5/2013 16:00:00,11.55
3/6/2013 16:00:00,11.92
3/7/2013 16:00:00,12.26
3/8/2013 16:00:00,12.07
3/11/2013 16:00:00,12.15
3/12/2013 16:00:00,12.01
3/13/2013 16:00:00,12.06
3/14/2013 16:00:00,12.11
3/15/2013 16:00:00,12.57
3/18/2013 16:00:00,12.56
3/19/2013 16:00:00,12.71
3/20/2013 16:00:00,12.78
3/21/2013 16:00:00,12.57
3/22/2013 16:00:00,12.56
3/25/2013 16:00:00,12.4
3/26/2013 16:00:00,12.28
3/27/2013 16:00:00,12.23
3/28/2013 16:00:00,12.18
4/1/2013 16:00:00,12.15
4/2/2013 16:00:00,12.15
4/3/2013 16:00:00,11.81
4/4/2013 16:00:00,11.94
4/5/2013 16:00:00,11.97
4/8/2013 16:00:00,12.21
4/9/2013 16:00:00,12.25
4/10/2013 16:00:00,12.32
4/11/2013 16:00:00,12.27
4/12/2013 16:00:00,12.17
4/15/2013 16:00:00,11.98
4/16/2013 16:00:00,12.28
4/17/2013 16:00:00,11.7
4/18/2013 16:00:00,11.44
4/19/2013 16:00:00,11.66
4/22/2013 16:00:00,11.72
4/23/2013 16:00:00,12.07
4/24/2013 16:00:00,12.31
4/25/2013 16:00:00,12.44
4/26/2013 16:00:00,12.42
4/29/2013 16:00:00,12.38
4/30/2013 16:00:00,12.31
5/1/2013 16:00:00,12.14
5/2/2013 16:00:00,12.19
5/3/2013 16:00:00,12.24
5/6/2013 16:00:00,12.88
5/7/2013 16:00:00,12.9
5/8/2013 16:00:00,13.02
5/9/2013 16:00:00,12.91
5/10/2013 16:00:00,13.02
5/13/2013 16:00:00,12.98
5/14/2013 16:00:00,13.34
5/15/2013 16:00:00,13.44
5/16/2013 16:00:00,13.36
5/17/2013 16:00:00,13.43
5/20/2013 16:00:00,13.51
5/21/2013 16:00:00,13.44
5/22/2013 16:00:00,13.31
5/23/2013 16:00:00,13.21
5/24/2013 16:00:00,13.24
5/28/2013 16:00:00,13.35
5/29/2013 16:00:00,13.48
5/30/2013 16:00:00,13.83
5/31/2013 16:00:00,13.66
6/3/2013 16:00:00,13.55
6/4/2013 16:00:00,13.36
6/5/2013 16:00:00,13.09
6/6/2013 16:00:00,13.2
6/7/2013 16:00:00,13.38
6/10/2013 16:00:00,13.3
6/11/2013 16:00:00,13.12
6/12/2013 16:00:00,13.06
6/13/2013 16:00:00,13.21
6/14/2013 16:00:00,13.07
6/17/2013 16:00:00,13.21
6/18/2013 16:00:00,13.27
6/19/2013 16:00:00,13.19
6/20/2013 16:00:00,12.89
6/21/2013 16:00:00,12.69
6/24/2013 16:00:00,12.3
6/25/2013 16:00:00,12.67
6/26/2013 16:00:00,12.76
6/27/2013 16:00:00,13.01
6/28/2013 16:00:00,12.86
7/1/2013 16:00:00,12.93
7/2/2013 16:00:00,12.9
7/3/2013 16:00:00,12.83
7/5/2013 16:00:00,13.06
7/8/2013 16:00:00,13.28
7/9/2013 16:00:00,13.53
7/10/2013 16:00:00,13.37
7/11/2013 16:00:00,13.51
7/12/2013 16:00:00,13.78
7/15/2013 16:00:00,13.88
7/16/2013 16:00:00,13.92
7/17/2013 16:00:00,14.31
7/18/2013 16:00:00,14.76
7/19/2013 16:00:00,14.75
7/22/2013 16:00:00,14.92
7/23/2013 16:00:00,14.94
7/24/2013 16:00:00,14.71
7/25/2013 16:00:00,14.83
7/26/2013 16:00:00,14.73
7/29/2013 16:00:00,14.52
7/30/2013 16:00:00,14.52
7/31/2013 16:00:00,14.6
8/1/2013 16:00:00,14.95
8/2/2013 16:00:00,14.84
8/5/2013 16:00:00,14.8
8/6/2013 16:00:00,14.64
8/7/2013 16:00:00,14.53
8/8/2013 16:00:00,14.61
8/9/2013 16:00:00,14.45
8/12/2013 16:00:00,14.41
8/13/2013 16:00:00,14.51
8/14/2013 16:00:00,14.6
8/15/2013 16:00:00,14.32
8/16/2013 16:00:00,14.42
8/19/2013 16:00:00,14.15
8/20/2013 16:00:00,14.29
8/21/2013 16:00:00,14.34
8/22/2013 16:00:00,14.57
8/23/2013 16:00:00,14.57
8/26/2013 16:00:00,14.49
8/27/2013 16:00:00,14.11
8/28/2013 16:00:00,14.12
8/29/2013 16:00:00,14.17
8/30/2013 16:00:00,14.12
9/3/2013 16:00:00,14.25
9/4/2013 16:00:00,14.32
9/5/2013 16:00:00,14.37
9/6/2013 16:00:00,14.36
9/9/2013 16:00:00,14.48
9/10/2013 16:00:00,14.61
9/11/2013 16:00:00,14.65
9/12/2013 16:00:00,14.48
9/13/2013 16:00:00,14.49
9/16/2013 16:00:00,14.53
9/17/2013 16:00:00,14.55
9/18/2013 16:00:00,14.72
9/19/2013 16:00:00,14.61
9/20/2013 16:00:00,14.44
9/23/2013 16:00:00,14.14
9/24/2013 16:00:00,14.09
9/25/2013 16:00:00,14.14
9/26/2013 16:00:00,14.08
9/27/2013 16:00:00,13.9
9/30/2013 16:00:00,13.8
10/1/2013 16:00:00,13.9
10/2/2013 16:00:00,14.06
10/3/2013 16:00:00,14
10/4/2013 16:00:00,14.05
10/7/2013 16:00:00,13.81
10/8/2013 16:00:00,13.69
10/9/2013 16:00:00,13.84
10/10/2013 16:00:00,14.23
10/11/2013 16:00:00,14.19
10/14/2013 16:00:00,14.35
10/15/2013 16:00:00,14.24
10/16/2013 16:00:00,14.56
10/17/2013 16:00:00,14.66
10/18/2013 16:00:00,14.63
10/21/2013 16:00:00,14.52
10/22/2013 16:00:00,14.52
10/23/2013 16:00:00,14.21
10/24/2013 16:00:00,14.17
10/25/2013 16:00:00,14.26
10/28/2013 16:00:00,14.23
10/29/2013 16:00:00,14.15
10/30/2013 16:00:00,14.17
10/31/2013 16:00:00,13.97
11/1/2013 16:00:00,14.02
11/4/2013 16:00:00,14.04
11/5/2013 16:00:00,13.93
11/6/2013 16:00:00,13.96
11/7/2013 16:00:00,13.8
11/8/2013 16:00:00,14.32
11/11/2013 16:00:00,14.4
11/12/2013 16:00:00,14.32
11/13/2013 16:00:00,14.64
11/14/2013 16:00:00,14.8
11/15/2013 16:00:00,14.92
11/18/2013 16:00:00,14.92
11/19/2013 16:00:00,15.2
11/20/2013 16:00:00,15.14
11/21/2013 16:00:00,15.59
11/22/2013 16:00:00,15.64
11/25/2013 16:00:00,15.81
11/26/2013 16:00:00,15.88
11/27/2013 16:00:00,15.83
11/29/2013 16:00:00,15.82
12/2/2013 16:00:00,15.73
12/3/2013 16:00:00,15.54
12/4/2013 16:00:00,15.63
12/5/2013 16:00:00,15.43
12/6/2013 16:00:00,15.56
12/9/2013 16:00:00,15.58
12/10/2013 16:00:00,15.56
12/11/2013 16:00:00,15.25
12/12/2013 16:00:00,15.25
12/13/2013 16:00:00,15.18
12/16/2013 16:00:00,15.24
12/17/2013 16:00:00,15.18
12/18/2013 16:00:00,15.69
12/19/2013 16:00:00,15.75
12/20/2013 16:00:00,15.6
12/23/2013 16:00:00,15.69
12/24/2013 16:00:00,15.7
12/26/2013 16:00:00,15.65
12/27/2013 16:00:00,15.67
12/30/2013 16:00:00,15.54
12/31/2013 16:00:00,15.57
1/2/2014 16:00:00,16.1
1/3/2014 16:00:00,16.41
1/6/2014 16:00:00,16.66
1/7/2014 16:00:00,16.5
1/8/2014 16:00:00,16.58
1/9/2014 16:00:00,16.83
1/10/2014 16:00:00,16.77
1/13/2014 16:00:00,16.43
1/14/2014 16:00:00,16.77
1/15/2014 16:00:00,17.15
1/16/2014 16:00:00,17.08
1/17/2014 16:00:00,17.01
1/21/2014 16:00:00,17.01
1/22/2014 16:00:00,17.15
1/23/2014 16:00:00,16.86
1/24/2014 16:00:00,16.45
1/27/2014 16:00:00,16.31
1/28/2014 16:00:00,16.73
1/29/2014 16:00:00,16.68
1/30/2014 16:00:00,16.93
1/31/2014 16:00:00,16.75
2/3/2014 16:00:00,16.35
2/4/2014 16:00:00,16.35
2/5/2014 16:00:00,16.4
2/6/2014 16:00:00,16.69
2/7/2014 16:00:00,16.82
2/10/2014 16:00:00,16.72
2/11/2014 16:00:00,16.88
2/12/2014 16:00:00,16.75
2/13/2014 16:00:00,16.75
2/14/2014 16:00:00,16.7
2/18/2014 16:00:00,16.47
2/19/2014 16:00:00,16.2
2/20/2014 16:00:00,16.3
2/21/2014 16:00:00,16.29
2/24/2014 16:00:00,16.53
2/25/2014 16:00:00,16.34
2/26/2014 16:00:00,16.33
2/27/2014 16:00:00,16.49
2/28/2014 16:00:00,16.53
3/3/2014 16:00:00,16.3
3/4/2014 16:00:00,16.73
3/5/2014 16:00:00,17.25
3/6/2014 16:00:00,17.35
3/7/2014 16:00:00,17.33
3/10/2014 16:00:00,17.47
3/11/2014 16:00:00,17.27
3/12/2014 16:00:00,17.28
3/13/2014 16:00:00,17.16
3/14/2014 16:00:00,16.8
3/17/2014 16:00:00,17.11
3/18/2014 16:00:00,17.19
3/19/2014 16:00:00,17.44
3/20/2014 16:00:00,17.92
3/21/2014 16:00:00,17.56
3/24/2014 16:00:00,17.37
3/25/2014 16:00:00,17.21
3/26/2014 16:00:00,17.18
3/27/2014 16:00:00,17.01
3/28/2014 16:00:00,16.98
3/31/2014 16:00:00,17.2
4/1/2014 16:00:00,17.34
4/2/2014 16:00:00,17.23
4/3/2014 16:00:00,17.15
4/4/2014 16:00:00,16.72
4/7/2014 16:00:00,16.38
4/8/2014 16:00:00,16.44
4/9/2014 16:00:00,16.62
4/10/2014 16:00:00,16.12
4/11/2014 16:00:00,15.77
4/14/2014 16:00:00,16
4/15/2014 16:00:00,16.39
4/16/2014 16:00:00,16.13
4/17/2014 16:00:00,16.15
4/21/2014 16:00:00,16.09
4/22/2014 16:00:00,16.29
4/23/2014 16:00:00,16.37
4/24/2014 16:00:00,16.34
4/25/2014 16:00:00,15.95
4/28/2014 16:00:00,14.95
4/29/2014 16:00:00,15.24
4/30/2014 16:00:00,15.14
5/1/2014 16:00:00,15.09
5/2/2014 16:00:00,15.25
5/5/2014 16:00:00,15.08
5/6/2014 16:00:00,14.73
5/7/2014 16:00:00,14.8
5/8/2014 16:00:00,14.93
5/9/2014 16:00:00,14.74
5/12/2014 16:00:00,15.07
5/13/2014 16:00:00,15.03
5/14/2014 16:00:00,14.84
5/15/2014 16:00:00,14.55
5/16/2014 16:00:00,14.51
5/19/2014 16:00:00,14.67
5/20/2014 16:00:00,14.53
5/21/2014 16:00:00,14.61
5/22/2014 16:00:00,14.71
5/23/2014 16:00:00,14.72
5/27/2014 16:00:00,15.22
5/28/2014 16:00:00,15.14
5/29/2014 16:00:00,15.15
5/30/2014 16:00:00,15.14
6/2/2014 16:00:00,15.26
6/3/2014 16:00:00,15.21
6/4/2014 16:00:00,15.21
6/5/2014 16:00:00,15.43
6/6/2014 16:00:00,15.59
6/9/2014 16:00:00,15.84
6/10/2014 16:00:00,15.92
6/11/2014 16:00:00,15.59
6/12/2014 16:00:00,15.42
6/13/2014 16:00:00,15.44
6/16/2014 16:00:00,15.28
6/17/2014 16:00:00,15.59
6/18/2014 16:00:00,15.65
6/19/2014 16:00:00,15.55
6/20/2014 16:00:00,15.45
6/23/2014 16:00:00,15.64
6/24/2014 16:00:00,15.49
6/25/2014 16:00:00,15.47
6/26/2014 16:00:00,15.41
6/27/2014 16:00:00,15.33
6/30/2014 16:00:00,15.37
7/1/2014 16:00:00,15.6
7/2/2014 16:00:00,15.85
7/3/2014 16:00:00,16.03
7/7/2014 16:00:00,15.94
7/8/2014 16:00:00,15.58
7/9/2014 16:00:00,15.6
7/10/2014 16:00:00,15.44
7/11/2014 16:00:00,15.38
7/14/2014 16:00:00,15.57
7/15/2014 16:00:00,15.81
7/16/2014 16:00:00,15.51
7/17/2014 16:00:00,15.2
7/18/2014 16:00:00,15.49
7/21/2014 16:00:00,15.52
7/22/2014 16:00:00,15.52
7/23/2014 16:00:00,15.52
7/24/2014 16:00:00,15.62
7/25/2014 16:00:00,15.59
7/28/2014 16:00:00,15.5
7/29/2014 16:00:00,15.34
7/30/2014 16:00:00,15.58
7/31/2014 16:00:00,15.25
8/1/2014 16:00:00,14.98
8/4/2014 16:00:00,15.05
8/5/2014 16:00:00,15
8/6/2014 16:00:00,15.2
8/7/2014 16:00:00,15.12
8/8/2014 16:00:00,15.2
8/11/2014 16:00:00,15.22
8/12/2014 16:00:00,15.21
8/13/2014 16:00:00,15.25
8/14/2014 16:00:00,15.32
8/15/2014 16:00:00,15.22
8/18/2014 16:00:00,15.45
8/19/2014 16:00:00,15.45
8/20/2014 16:00:00,15.52
8/21/2014 16:00:00,16.16
8/22/2014 16:00:00,16.13
8/25/2014 16:00:00,16.29
8/26/2014 16:00:00,16.33
8/27/2014 16:00:00,16.2
8/28/2014 16:00:00,16.01
8/29/2014 16:00:00,16.09
9/2/2014 16:00:00,16.27
9/3/2014 16:00:00,16.1
9/4/2014 16:00:00,16.11
9/5/2014 16:00:00,16.02
9/8/2014 16:00:00,16.35
9/9/2014 16:00:00,16.14
9/10/2014 16:00:00,16.36
9/11/2014 16:00:00,16.57
9/12/2014 16:00:00,16.79
9/15/2014 16:00:00,16.74
9/16/2014 16:00:00,16.71
9/17/2014 16:00:00,16.77
9/18/2014 16:00:00,17.04
9/19/2014 16:00:00,16.95
9/22/2014 16:00:00,17.03
9/23/2014 16:00:00,17.05
9/24/2014 16:00:00,17.18
9/25/2014 16:00:00,16.85
9/26/2014 16:00:00,17.03
9/29/2014 16:00:00,17.01
9/30/2014 16:00:00,17.05
10/1/2014 16:00:00,16.82
10/2/2014 16:00:00,16.88
10/3/2014 16:00:00,17.29
10/6/2014 16:00:00,17.29
10/7/2014 16:00:00,16.88
10/8/2014 16:00:00,17.12
10/9/2014 16:00:00,16.59
10/10/2014 16:00:00,16.48
10/13/2014 16:00:00,16.4
10/14/2014 16:00:00,16.52
10/15/2014 16:00:00,15.76
10/16/2014 16:00:00,16.08
10/17/2014 16:00:00,16.21
10/20/2014 16:00:00,16.26
10/21/2014 16:00:00,16.6
10/22/2014 16:00:00,16.4
10/23/2014 16:00:00,16.6
10/24/2014 16:00:00,16.72
10/27/2014 16:00:00,16.59
10/28/2014 16:00:00,16.8
10/29/2014 16:00:00,16.99
10/30/2014 16:00:00,17.03
10/31/2014 16:00:00,17.16
11/3/2014 16:00:00,17.27
11/4/2014 16:00:00,17.21
11/5/2014 16:00:00,17.34
11/6/2014 16:00:00,17.36
11/7/2014 16:00:00,17.36
11/10/2014 16:00:00,17.37
11/11/2014 16:00:00,17.32
11/12/2014 16:00:00,17.29
11/13/2014 16:00:00,17.22
11/14/2014 16:00:00,17.14
11/17/2014 16:00:00,17.09
11/18/2014 16:00:00,17.14
11/19/2014 16:00:00,17.06
11/20/2014 16:00:00,17
11/21/2014 16:00:00,17.12
11/24/2014 16:00:00,17.18
11/25/2014 16:00:00,17.1
11/26/2014 16:00:00,17.11
11/28/2014 16:00:00,17.04
12/1/2014 16:00:00,16.79
12/2/2014 16:00:00,17.15
12/3/2014 16:00:00,17.29
12/4/2014 16:00:00,17.21
12/5/2014 16:00:00,17.68
12/8/2014 16:00:00,17.66
12/9/2014 16:00:00,17.56
12/10/2014 16:00:00,17.38
12/11/2014 16:00:00,17.47
12/12/2014 16:00:00,17.13
12/15/2014 16:00:00,16.85
12/16/2014 16:00:00,16.72
12/17/2014 16:00:00,17.26
12/18/2014 16:00:00,17.53
12/19/2014 16:00:00,17.62
12/22/2014 16:00:00,17.71
12/23/2014 16:00:00,17.93
12/24/2014 16:00:00,17.98
12/26/2014 16:00:00,17.98
12/29/2014 16:00:00,18.11
12/30/2014 16:00:00,18.13
12/31/2014 16:00:00,17.89
1/2/2015 16:00:00,17.9
1/5/2015 16:00:00,17.38
1/6/2015 16:00:00,16.86
1/7/2015 16:00:00,16.94
1/8/2015 16:00:00,17.29
1/9/2015 16:00:00,16.98
1/12/2015 16:00:00,16.68
1/13/2015 16:00:00,16.45
1/14/2015 16:00:00,16.04
1/15/2015 16:00:00,15.2
1/16/2015 16:00:00,15.38
1/20/2015 16:00:00,15.26
1/21/2015 16:00:00,15.41
1/22/2015 16:00:00,16.09
1/23/2015 16:00:00,15.73
1/26/2015 16:00:00,15.85
1/27/2015 16:00:00,15.63
1/28/2015 16:00:00,15.2
1/29/2015 16:00:00,15.43
1/30/2015 16:00:00,15.15
2/2/2015 16:00:00,15.46
2/3/2015 16:00:00,15.89
2/4/2015 16:00:00,15.79
2/5/2015 16:00:00,15.97
2/6/2015 16:00:00,16.49
2/9/2015 16:00:00,16.35
2/10/2015 16:00:00,16.42
2/11/2015 16:00:00,16.36
2/12/2015 16:00:00,16.67
2/13/2015 16:00:00,16.61
2/17/2015 16:00:00,16.63
2/18/2015 16:00:00,16.3
2/19/2015 16:00:00,16.21
2/20/2015 16:00:00,16.38
2/23/2015 16:00:00,16.2
2/24/2015 16:00:00,16.38
2/25/2015 16:00:00,16.49
2/26/2015 16:00:00,16.04
2/27/2015 16:00:00,15.81
3/2/2015 16:00:00,16.01
3/3/2015 16:00:00,16.04
3/4/2015 16:00:00,15.84
3/5/2015 16:00:00,16
3/6/2015 16:00:00,16.22
3/9/2015 16:00:00,16.17
3/10/2015 16:00:00,15.79
3/11/2015 16:00:00,16.11
3/12/2015 16:00:00,16.09
3/13/2015 16:00:00,16.09
3/16/2015 16:00:00,16.13
3/17/2015 16:00:00,16.09
3/18/2015 16:00:00,15.98
3/19/2015 16:00:00,15.61
3/20/2015 16:00:00,15.84
3/23/2015 16:00:00,15.72
3/24/2015 16:00:00,15.61
3/25/2015 16:00:00,15.41
3/26/2015 16:00:00,15.42
3/27/2015 16:00:00,15.31
3/30/2015 16:00:00,15.52
3/31/2015 16:00:00,15.39
4/1/2015 16:00:00,15.41
4/2/2015 16:00:00,15.54
4/6/2015 16:00:00,15.51
4/7/2015 16:00:00,15.46
4/8/2015 16:00:00,15.61
4/9/2015 16:00:00,15.71
4/10/2015 16:00:00,15.72
4/13/2015 16:00:00,15.8
4/14/2015 16:00:00,15.82
4/15/2015 16:00:00,15.64
4/16/2015 16:00:00,15.79
4/17/2015 16:00:00,15.56
4/20/2015 16:00:00,15.57
4/21/2015 16:00:00,15.5
4/22/2015 16:00:00,15.74
4/23/2015 16:00:00,15.69
4/24/2015 16:00:00,15.64
4/27/2015 16:00:00,15.56
4/28/2015 16:00:00,15.65
4/29/2015 16:00:00,15.98
4/30/2015 16:00:00,15.93
5/1/2015 16:00:00,16.11
5/4/2015 16:00:00,16.44
5/5/2015 16:00:00,16.35
5/6/2015 16:00:00,16.29
5/7/2015 16:00:00,16.24
5/8/2015 16:00:00,16.45
5/11/2015 16:00:00,16.49
5/12/2015 16:00:00,16.43
5/13/2015 16:00:00,16.47
5/14/2015 16:00:00,16.52
5/15/2015 16:00:00,16.35
5/18/2015 16:00:00,16.51
5/19/2015 16:00:00,16.77
5/20/2015 16:00:00,16.74
5/21/2015 16:00:00,16.73
5/22/2015 16:00:00,16.75
5/26/2015 16:00:00,16.5
